,#Type,TimeGet,TimeStamp,Index,Hour,Min,Sec,Latitude,Longitude,BAlt,MeasuredFL,GroudSpeed,TrackAngle,Mode3A,ModeSIdent,TimeOfDay,TrackNo,X(m),Y(m),SpeedX(m/s),SpeedY(m/s),VRate(m/s),AccelX(m/s2),AccelY(m/s2),SAC,SIC,CODE,FDPCallSign,ops,dir,rwy,dist,ac,rot1,rot2
938,MLAT,2019-12-27 03:09:54.012408,2019.12.27 03:09:54.012408,17528,3,9,54,37.46150672,126.42551422,-91.0,----,87.706898,322.411493,7443,KZR210,11394,967,-1208.0,-110.0,-53.5,69.5,----,----,----,116,101,4840DE,----,departure,north,34R,2469.0,C,2019-12-27 03:08:41.274552,2019-12-27 03:10:11.798840
693,MLAT,2019-12-27 02:12:03.684728,2019.12.27 02:12:03.684728,22014,2,12,3,37.47110367,126.44586146,-99.0,120,85.674529,324.501193,7430,LOT98,7923,116,592.0,954.5,-49.75,69.75,----,----,----,116,101,48AE03,----,departure,north,33L,2296.5,A,2019-12-27 02:10:48.274552,2019-12-27 02:12:22.323128
485,MLAT,2019-12-27 02:16:43.274552,2019.12.27 02:16:43.274552,30671,2,16,43,37.46238649,126.4248383,-99.0,108,92.102185,325.058943,7112,MAS067,8203,5,-1268.0,-12.5,-52.75,75.5,----,----,----,116,101,750255,----,departure,north,34R,2583.2999999999997,A,2019-12-27 02:14:06.536696,2019-12-27 02:16:59.274552
129,MLAT,2019-12-27 03:13:22.684728,2019.12.27 03:13:22.684728,23631,3,13,22,37.4647361,126.45149946,-91.0,127,71.870109,324.485491,4173,SOO237,11602,236,1091.0,248.5,-41.75,58.5,----,----,----,116,101,A96B80,----,departure,south,15L,2358.8,A,2019-12-27 03:13:51.274552,2019-12-27 03:10:15.798840
2165,MLAT,2019-12-27 02:54:03.684728,2019.12.27 02:54:03.684728,97632,2,54,3,37.47005224,126.44674122,-99.0,95,86.372015,324.423765,7120,SWM214,10443,1325,670.0,838.0,-50.25,70.25,----,----,----,116,101,70E03C,----,departure,north,33L,2156.2000000000003,C,2019-12-27 02:52:08.274552,2019-12-27 02:54:22.798840
99,MLAT,2019-12-27 02:47:28.684728,2019.12.27 02:47:28.684728,87043,2,47,28,37.46738076,126.44918203,-91.0,139,81.432487,324.748594,4157,TWB161,10048,1729,886.0,541.5,-47.0,66.5,----,----,----,116,101,71C000,----,departure,north,33L,1789.3,C,2019-12-27 02:46:00.684728,2019-12-27 02:47:52.798840
1183,MLAT,2019-12-27 03:16:45.684728,2019.12.27 03:16:45.684728,28648,3,16,45,37.46935487,126.44739568,-91.0,95,85.794085,324.966947,4166,TWB165,11805,933,728.0,761.0,-49.25,70.25,----,----,----,116,101,71C294,----,departure,north,33L,2059.5,C,2019-12-27 03:15:15.274552,2019-12-27 03:17:06.323128
750,MLAT,2019-12-27 02:29:25.684728,2019.12.27 02:29:25.684728,55276,2,29,25,37.46821761,126.44839346,-99.0,104,77.603157,323.646932,7457,UZB512,8965,1242,816.0,634.5,-46.0,62.5,----,----,----,116,101,507C4C,----,departure,north,33L,1905.4,A,2019-12-27 02:27:59.422584,2019-12-27 02:29:49.323128
1054,MLAT,2019-12-27 02:38:46.274552,2019.12.27 02:38:46.274552,72637,2,38,46,37.45929122,126.42754734,-99.0,95,87.51607,325.356604,4164,VJC961,9526,1096,-1028.0,-356.0,-49.75,72.0,----,----,----,116,101,88803E,----,departure,north,34R,2164.2000000000003,C,2019-12-27 02:37:09.798840,2019-12-27 02:39:08.323128
599,MLAT,2019-12-27 04:05:59.684728,2019.12.27 04:05:59.684728,10328,4,5,59,37.4689579,126.44772291,-91.0,110,85.009191,323.972627,4304,AAR134,14759,191,757.0,717.0,-50.0,68.75,----,----,----,116,101,71C059,----,departure,north,33L,2006.8000000000002,C,2019-12-27 04:04:44.798840,2019-12-27 04:06:21.798840
613,MLAT,2019-12-27 03:42:29.274552,2019.12.27 03:42:29.274552,60550,3,42,29,37.46070206,126.42632961,-91.0,110,88.64113,324.875596,4132,AAR339,13349,1268,-1136.0,-199.5,-51.0,72.5,----,----,----,116,101,71C256,----,departure,north,34R,2354.4,C,2019-12-27 03:41:27.012408,2019-12-27 03:42:47.798840
751,MLAT,2019-12-27 03:47:32.798840,2019.12.27 03:47:32.798840,67434,3,47,32,37.45503187,126.4313668,-91.0,127,77.275886,324.613157,4110,AAR349,13652,1045,-690.0,-829.0,-44.75,63.0,----,----,----,116,101,71BA48,----,departure,north,34R,1582.8999999999999,B,2019-12-27 03:46:32.536696,2019-12-27 03:48:02.798840
766,MLAT,2019-12-27 03:49:56.684728,2019.12.27 03:49:56.684728,70878,3,49,56,37.46880233,126.44788921,-91.0,97,84.403791,323.673174,7405,AAR359,13796,613,771.5,699.5,-50.0,68.0,----,----,----,116,101,71C074,----,departure,north,33L,1984.2,C,2019-12-27 03:48:33.684728,2019-12-27 03:50:18.798840
991,MLAT,2019-12-27 04:13:25.798840,2019.12.27 04:13:25.798840,23878,4,13,25,37.46037483,126.4266032,-91.0,100,87.365969,326.082569,4160,AAR501,15205,1731,-1111.5,-235.5,-48.75,72.5,----,----,----,116,101,71BD79,----,departure,north,34R,2310.7000000000003,A,2019-12-27 04:11:35.536696,2019-12-27 04:13:45.274552
207,MLAT,2019-12-27 03:45:22.798840,2019.12.27 03:45:22.798840,64501,3,45,22,37.46949434,126.44725621,-91.0,120,83.669364,324.362816,7110,AAR717,13522,1092,715.5,776.0,-48.75,68.0,----,----,----,116,101,71BF88,----,departure,north,33L,2079.2999999999997,C,2019-12-27 03:43:57.012408,2019-12-27 03:45:43.323128
1143,MLAT,2019-12-27 03:43:26.798840,2019.12.27 03:43:26.798840,61857,3,43,26,37.47174203,126.44527137,-91.0,104,87.993253,325.768145,4312,AMX091,13406,243,540.0,1025.5,-49.5,72.75,----,----,----,116,101,AD727C,----,departure,north,33L,2384.5,A,2019-12-27 03:41:57.684728,2019-12-27 03:43:41.798840
406,MLAT,2019-12-27 04:00:37.798840,2019.12.27 04:00:37.798840,829,4,0,37,37.46947825,126.44732594,-91.0,108,82.378699,325.634761,4154,APG885,14437,1050,721.5,775.0,-46.5,68.0,----,----,----,116,101,7585A2,----,departure,north,33L,2074.3,C,2019-12-27 03:59:17.274552,2019-12-27 04:00:58.798840
637,MLAT,2019-12-27 03:38:28.798840,2019.12.27 03:38:28.798840,54972,3,38,28,37.47058332,126.44627988,-91.0,87,87.564619,324.177082,7407,ASV811,13108,726,629.0,897.5,-51.25,71.0,----,----,----,116,101,71C255,----,departure,north,33L,2227.9,C,2019-12-27 03:37:25.274552,2019-12-27 03:38:46.798840
601,MLAT,2019-12-27 03:41:00.422584,2019.12.27 03:41:00.422584,58521,3,41,0,37.46662438,126.44984186,-91.0,----,71.929219,324.763267,4111,CAL161,13260,299,944.5,458.0,-41.5,58.75,----,----,----,116,101,8991A0,----,departure,north,33L,1687.0,A,2019-12-27 03:39:33.422584,2019-12-27 03:41:28.798840
197,MLAT,2019-12-27 03:07:56.684728,2019.12.27 03:07:56.684728,13857,3,7,56,37.46723056,126.44930005,-91.0,110,76.578799,324.701506,4131,CAL165,11276,849,896.5,525.0,-44.25,62.5,----,----,----,116,101,8990AF,----,departure,north,33L,1769.6000000000001,C,2019-12-27 03:06:38.274552,2019-12-27 03:08:22.798840
35,MLAT,2019-12-27 03:12:30.798840,2019.12.27 03:12:30.798840,22167,3,12,30,37.45874941,126.42807841,-91.0,93,82.478027,324.623832,4176,CDG4096,11550,237,-981.0,-416.0,-47.75,67.25,----,----,----,116,101,780578,----,departure,north,34R,2088.0,C,2019-12-27 03:10:54.060984,2019-12-27 03:12:53.798840
67,MLAT,2019-12-27 03:27:58.798840,2019.12.27 03:27:58.798840,42775,3,27,58,37.45812714,126.42864704,-91.0,106,80.73568,324.833564,7406,CDG4618,12478,265,-930.5,-485.5,-46.5,66.0,----,----,----,116,101,780364,----,departure,north,34R,2002.5,C,2019-12-27 03:27:01.422584,2019-12-27 03:28:22.798840
877,MLAT,2019-12-27 03:15:16.274552,2019.12.27 03:15:16.274552,26554,3,15,16,37.45802522,126.42872214,-91.0,112,82.478027,324.623832,7450,CES2040,11716,388,-924.0,-496.5,-47.75,67.25,----,----,----,116,101,78108B,----,departure,north,34R,1989.4,C,2019-12-27 03:13:20.536696,2019-12-27 03:15:41.798840
998,MLAT,2019-12-27 04:11:59.422584,2019.12.27 04:11:59.422584,21436,4,11,59,37.4652189,126.45105958,-91.0,----,66.75749,323.988402,7427,CES5042,15119,99,1052.0,301.5,-39.25,54.0,----,----,----,116,101,780850,----,departure,north,33L,1497.3000000000002,A,2019-12-27 04:11:03.422584,2019-12-27 04:12:30.798840
1018,MLAT,2019-12-27 03:18:16.060984,2019.12.27 03:18:16.060984,30755,3,18,16,37.45406628,126.43223047,-91.0,----,75.657534,325.364717,7404,CES550,11896,1260,-614.0,-936.0,-43.0,62.25,----,----,----,116,101,7805D9,----,departure,north,34R,1451.2,C,2019-12-27 03:16:53.536696,2019-12-27 03:18:49.323128
702,MLAT,2019-12-27 03:35:36.798840,2019.12.27 03:35:36.798840,51158,3,35,36,37.45820761,126.42854512,-91.0,110,81.72209,324.462322,7127,CES580,12936,1113,-940.0,-476.0,-47.5,66.5,----,----,----,116,101,780F41,----,departure,north,34R,2015.0000000000002,C,2019-12-27 03:34:30.422584,2019-12-27 03:36:00.274552
677,MLAT,2019-12-27 03:54:23.798840,2019.12.27 03:54:23.798840,76680,3,54,23,37.45590627,126.43058896,-91.0,87,78.380881,324.738495,7456,CSN682,14063,1465,-759.0,-732.0,-45.25,64.0,----,----,----,116,101,79A044,----,departure,north,34R,1701.8999999999999,C,2019-12-27 03:53:30.536696,2019-12-27 03:54:53.274552
823,MLAT,2019-12-27 03:50:22.798840,2019.12.27 03:50:22.798840,71448,3,50,22,37.460922,126.42612576,-91.0,72,86.203973,325.157719,4171,DLH719,13822,346,-1153.5,-175.5,-49.25,70.75,----,----,----,116,101,3C6704,----,departure,north,34R,2384.7,A,2019-12-27 03:49:14.060984,2019-12-27 03:50:39.684728
621,MLAT,2019-12-27 03:10:39.274552,2019.12.27 03:10:39.274552,18868,3,10,39,37.46718228,126.44938052,-91.0,121,79.610379,325.361744,4106,ESR521,11439,73,903.5,519.5,-45.25,65.5,----,----,----,116,101,71C343,----,departure,north,33L,1761.2,C,2019-12-27 03:09:30.422584,2019-12-27 03:11:03.536696
1183,MLAT,2019-12-27 03:22:30.684728,2019.12.27 03:22:30.684728,36362,3,22,30,37.46660829,126.44985259,-91.0,112,78.441459,324.99302,4174,ESR563,12150,2010,945.0,456.0,-45.0,64.25,----,----,----,116,101,71C325,----,departure,north,33L,1685.0,C,2019-12-27 03:21:04.684728,2019-12-27 03:22:56.798840
88,MLAT,2019-12-27 03:04:13.684728,2019.12.27 03:04:13.684728,7037,3,4,13,37.4698323,126.44698262,-91.0,133,83.379029,324.642057,4147,EVA169,11053,1638,691.5,813.5,-48.25,68.0,----,----,----,116,101,899071,----,departure,north,33L,2123.9,C,2019-12-27 03:02:33.684728,2019-12-27 03:04:33.798840
959,MLAT,2019-12-27 03:21:12.060984,2019.12.27 03:21:12.060984,34670,3,21,12,37.45690942,126.42968237,-91.0,----,83.669364,324.362816,4104,GCR7994,12072,399,-839.0,-620.5,-48.75,68.0,----,----,----,116,101,780805,----,departure,north,34R,1839.2,C,2019-12-27 03:19:31.536696,2019-12-27 03:21:38.323128
776,MLAT,2019-12-27 03:48:14.684728,2019.12.27 03:48:14.684728,68443,3,48,14,37.47091055,126.44602239,-91.0,110,88.088379,324.821479,4115,HKE619,13694,1802,606.5,933.5,-50.75,72.0,----,----,----,116,101,78921D,----,departure,north,33L,2270.7999999999997,C,2019-12-27 03:45:52.684728,2019-12-27 03:48:33.323128
150,MLAT,2019-12-27 04:07:03.536696,2019.12.27 04:07:03.536696,12311,4,7,3,37.45411992,126.43215537,-91.0,----,70.213959,324.272602,4137,JJA5102,14823,255,-620.0,-930.0,-41.0,57.0,----,----,----,116,101,71C339,----,departure,north,34R,1459.8999999999999,C,2019-12-27 04:04:56.798840,2019-12-27 04:07:36.798840
853,MLAT,2019-12-27 03:20:31.684728,2019.12.27 03:20:31.684728,33852,3,20,31,37.46725738,126.44925177,-91.0,131,77.804643,323.75606,4313,JNA261,12031,589,892.5,528.0,-46.0,62.75,----,----,----,116,101,71C243,----,departure,north,33L,1774.5,C,2019-12-27 03:19:16.422584,2019-12-27 03:20:57.798840
76,MLAT,2019-12-27 03:01:57.422584,2019.12.27 03:01:57.422584,3197,3,1,57,37.46104538,126.45478249,-91.0,----,56.905624,323.935614,4332,KAL115,10917,1601,1381.5,-161.0,-33.5,46.0,----,----,----,116,101,71BD52,----,departure,north,33L,928.6999999999999,A,2019-12-27 03:00:35.422584,2019-12-27 03:02:34.798840
1250,MLAT,2019-12-27 03:26:29.798840,2019.12.27 03:26:29.798840,41021,3,26,29,37.47041702,126.44643009,-91.0,114,84.570237,324.383565,7403,KAL159,12389,1941,642.5,878.5,-49.25,68.75,----,----,----,116,101,71BF02,----,departure,north,33L,2205.2000000000003,A,2019-12-27 03:25:09.684728,2019-12-27 03:26:47.798840
329,MLAT,2019-12-27 03:06:04.422584,2019.12.27 03:06:04.422584,10290,3,6,4,37.46783674,126.44873679,-91.0,----,83.669364,324.362816,7423,KAL317,11164,653,847.0,592.5,-48.75,68.0,----,----,----,116,101,71C043,----,departure,north,33L,1853.3999999999999,A,2019-12-27 03:04:29.274552,2019-12-27 03:06:28.798840
761,MLAT,2019-12-27 04:08:14.684728,2019.12.27 04:08:14.684728,14590,4,8,14,37.46850729,126.44815207,-91.0,106,80.269079,324.379345,4323,KAL795,14894,906,795.0,666.5,-46.75,65.25,----,----,----,116,101,71C248,----,departure,north,33L,1944.0,C,2019-12-27 04:07:08.684728,2019-12-27 04:08:36.536696
1273,MLAT,2019-12-27 04:19:20.274552,2019.12.27 04:19:20.274552,34270,4,19,20,37.45441496,126.43189251,-91.0,91,71.90445,323.767581,7104,KAL847,15560,139,-644.0,-897.5,-42.5,58.0,----,----,----,116,101,71C247,----,departure,north,34R,1500.1,C,2019-12-27 04:18:08.012408,2019-12-27 04:19:52.798840
1190,MLAT,2019-12-27 04:16:36.798840,2019.12.27 04:16:36.798840,29294,4,16,36,37.45854557,126.42828226,-91.0,91,85.445889,325.00798,4156,KAL869,15396,711,-963.0,-439.0,-49.0,70.0,----,----,----,116,101,71BF25,----,departure,north,34R,2059.1,C,2019-12-27 04:14:12.536696,2019-12-27 04:17:00.323128
1001,MLAT,2019-12-27 04:10:19.798840,2019.12.27 04:10:19.798840,18426,4,10,19,37.45840073,126.42836273,-91.0,120,82.623014,324.482475,7417,KAL951,15019,1776,-956.0,-454.5,-48.0,67.25,----,----,----,116,101,71BD31,----,departure,north,34R,2041.7999999999997,A,2019-12-27 04:08:20.536696,2019-12-27 04:10:42.274552
546,MLAT,2019-12-27 03:09:54.012408,2019.12.27 03:09:54.012408,17528,3,9,54,37.46150672,126.42551422,-91.0,----,87.706898,322.411493,7443,KZR210,11394,967,-1208.0,-110.0,-53.5,69.5,----,----,----,116,101,4840DE,----,departure,north,34R,2469.0,C,2019-12-27 03:08:41.274552,2019-12-27 03:10:11.798840
786,MLAT,2019-12-27 03:53:00.536696,2019.12.27 03:53:00.536696,74934,3,53,0,37.47468174,126.44268572,-91.0,----,93.065837,325.285378,4167,SIA611,13980,965,311.5,1352.0,-53.0,76.5,----,----,----,116,101,76CEF9,----,departure,north,33L,2783.1,A,2019-12-27 03:51:16.422584,2019-12-27 03:53:10.798840
592,MLAT,2019-12-27 03:28:28.422584,2019.12.27 03:28:28.422584,43413,3,28,28,37.46983767,126.44696116,-91.0,----,79.019381,324.399105,7137,TAX701,12508,1975,689.5,814.5,-46.0,64.25,----,----,----,116,101,886282,----,departure,north,33L,2125.5,A,2019-12-27 03:26:59.422584,2019-12-27 03:28:49.323128
971,MLAT,2019-12-27 03:16:45.684728,2019.12.27 03:16:45.684728,28648,3,16,45,37.46935487,126.44739568,-91.0,95,85.794085,324.966947,4166,TWB165,11805,933,728.0,761.0,-49.25,70.25,----,----,----,116,101,71C294,----,departure,north,33L,2059.5,C,2019-12-27 03:15:15.274552,2019-12-27 03:17:06.323128
1023,MLAT,2019-12-27 03:24:26.684728,2019.12.27 03:24:26.684728,38624,3,24,26,37.46751487,126.44899964,-91.0,127,79.202273,322.696052,4306,TWB237,12266,1535,870.0,556.5,-48.0,63.0,----,----,----,116,101,71C056,----,departure,north,33L,1810.8,C,2019-12-27 03:22:40.684728,2019-12-27 03:24:51.798840
474,MLAT,2019-12-27 04:04:20.274552,2019.12.27 04:04:20.274552,7296,4,4,20,37.46381342,126.42359376,-91.0,89,90.284273,325.605872,7420,UPS11,14660,696,-1377.5,146.0,-51.0,74.5,----,----,----,116,101,A771A8,----,departure,north,34R,2776.3,A,2019-12-27 04:02:39.060984,2019-12-27 04:04:32.684728
1005,MLAT,2019-12-27 03:23:48.536696,2019.12.27 03:23:48.536696,37820,3,23,48,37.45174885,126.43427968,-91.0,----,71.929219,324.763267,7131,UPS174,12228,640,-432.0,-1193.0,-41.5,58.75,----,----,----,116,101,A382B3,----,departure,north,34R,1136.3000000000002,B,2019-12-27 03:22:17.536696,2019-12-27 03:24:24.798840
322,MLAT,2019-12-27 04:05:59.684728,2019.12.27 04:05:59.684728,10328,4,5,59,37.4689579,126.44772291,-91.0,110,85.009191,323.972627,4304,AAR134,14759,191,757.0,717.0,-50.0,68.75,----,----,----,116,101,71C059,----,departure,north,33L,2006.8000000000002,C,2019-12-27 04:04:44.798840,2019-12-27 04:06:21.798840
1159,MLAT,2019-12-27 04:22:32.798840,2019.12.27 04:22:32.798840,40227,4,22,32,37.46373296,126.42365813,-91.0,121,91.058017,325.175511,7134,AAR333,15752,801,-1372.0,137.0,-52.0,74.75,----,----,----,116,101,71BF41,----,departure,north,34R,2765.7,A,2019-12-27 04:20:47.536696,2019-12-27 04:22:46.274552
685,MLAT,2019-12-27 04:13:25.798840,2019.12.27 04:13:25.798840,23878,4,13,25,37.46037483,126.4266032,-91.0,100,87.365969,326.082569,4160,AAR501,15205,1731,-1111.5,-235.5,-48.75,72.5,----,----,----,116,101,71BD79,----,departure,north,34R,2310.7000000000003,A,2019-12-27 04:11:35.536696,2019-12-27 04:13:45.274552
1253,MLAT,2019-12-27 04:40:10.274552,2019.12.27 04:40:10.274552,67317,4,40,10,37.46251523,126.42470956,-91.0,129,91.314019,324.134088,7422,AFL251,16810,1936,-1279.0,2.0,-53.5,74.0,----,----,----,116,101,424567,----,departure,north,34R,2601.5,A,2019-12-27 04:38:20.798840,2019-12-27 04:40:25.684728
903,MLAT,2019-12-27 05:15:09.684728,2019.12.27 05:15:09.684728,21710,5,15,9,37.46636152,126.45006716,-91.0,106,75.942824,325.054336,4102,AMU821,18909,646,964.5,428.5,-43.5,62.25,----,----,----,116,101,78041D,----,departure,north,33L,1651.6,C,2019-12-27 05:14:01.012408,2019-12-27 05:15:36.798840
722,MLAT,2019-12-27 04:30:07.684728,2019.12.27 04:30:07.684728,52097,4,30,7,37.46845901,126.44818962,-91.0,104,83.759328,323.9852,4322,ASV713,16207,1377,798.0,661.5,-49.25,67.75,----,----,----,116,101,71C280,----,departure,north,33L,1937.7,C,2019-12-27 04:29:00.274552,2019-12-27 04:30:30.798840
942,MLAT,2019-12-27 04:36:49.798840,2019.12.27 04:36:49.798840,62237,4,36,49,37.46088445,126.42620623,-91.0,100,83.612574,324.123769,4162,CCA124,16609,1188,-1146.5,-179.0,-49.0,67.75,----,----,----,116,101,780DFB,----,departure,north,34R,2377.2000000000003,A,2019-12-27 04:34:37.536696,2019-12-27 04:37:09.798840
890,MLAT,2019-12-27 04:48:40.798840,2019.12.27 04:48:40.798840,80649,4,48,40,37.45422721,126.43206954,-91.0,85,75.822572,324.528205,7447,CCA172,17320,1895,-628.0,-918.0,-44.0,61.75,----,----,----,116,101,780B5B,----,departure,north,34R,1474.0,C,2019-12-27 04:47:49.798840,2019-12-27 04:49:13.798840
104,MLAT,2019-12-27 05:05:38.684728,2019.12.27 05:05:38.684728,7731,5,5,38,37.4695158,126.44725621,-91.0,116,80.369848,325.519014,7454,CCA402,18338,1049,716.0,778.5,-45.5,66.25,----,----,----,116,101,7808A8,----,departure,north,33L,2081.3,A,2019-12-27 05:03:45.422584,2019-12-27 05:06:00.798840
1053,MLAT,2019-12-27 05:08:45.684728,2019.12.27 05:08:45.684728,12507,5,8,45,37.46660292,126.4498955,-91.0,110,76.764657,325.481867,7433,CDG4088,18525,1696,949.0,455.5,-43.5,63.25,----,----,----,116,101,780E5B,----,departure,north,33L,1682.3,C,2019-12-27 05:06:27.422584,2019-12-27 05:09:12.798840
1008,MLAT,2019-12-27 04:43:04.798840,2019.12.27 04:43:04.798840,72029,4,43,4,37.45629787,126.43023491,-91.0,78,77.275886,324.613157,4124,CES2034,16984,746,-790.0,-688.5,-44.75,63.0,----,----,----,116,101,7805A3,----,departure,north,34R,1755.5,C,2019-12-27 04:42:03.060984,2019-12-27 04:43:34.323128
656,MLAT,2019-12-27 04:11:59.422584,2019.12.27 04:11:59.422584,21436,4,11,59,37.4652189,126.45105958,-91.0,----,66.75749,323.988402,7427,CES5042,15119,99,1052.0,301.5,-39.25,54.0,----,----,----,116,101,780850,----,departure,north,33L,1497.3000000000002,A,2019-12-27 04:11:03.422584,2019-12-27 04:12:30.798840
798,MLAT,2019-12-27 05:03:24.684728,2019.12.27 05:03:24.684728,4604,5,3,24,37.46993959,126.44688606,-91.0,89,78.23682,324.887989,4103,CPA433,18204,894,683.0,826.0,-45.0,64.0,----,----,----,116,101,780A0E,----,departure,north,33L,2138.6,A,2019-12-27 05:01:59.422584,2019-12-27 05:03:46.323128
716,MLAT,2019-12-27 04:24:14.422584,2019.12.27 04:24:14.422584,42979,4,24,14,37.46802449,126.44858658,-91.0,----,79.458322,323.959373,4136,CSN6080,15854,588,833.5,613.0,-46.75,64.25,----,----,----,116,101,7BB0DA,----,departure,north,33L,1878.1000000000001,C,2019-12-27 04:23:07.422584,2019-12-27 04:24:38.798840
1121,MLAT,2019-12-27 04:51:00.684728,2019.12.27 04:51:00.684728,84349,4,51,0,37.46664584,126.44983113,-91.0,121,76.558801,325.375845,7411,CXA872,17460,28,943.5,460.0,-43.5,63.0,----,----,----,116,101,7812C1,----,departure,north,33L,1689.5,C,2019-12-27 04:49:40.684728,2019-12-27 04:51:27.323128
132,MLAT,2019-12-27 04:07:03.536696,2019.12.27 04:07:03.536696,12311,4,7,3,37.45411992,126.43215537,-91.0,----,70.213959,324.272602,4137,JJA5102,14823,255,-620.0,-930.0,-41.0,57.0,----,----,----,116,101,71C339,----,departure,north,34R,1459.8999999999999,C,2019-12-27 04:04:56.798840,2019-12-27 04:07:36.798840
836,MLAT,2019-12-27 04:40:43.274552,2019.12.27 04:40:43.274552,68198,4,40,43,37.47136116,126.44564152,-83.0,108,89.382954,325.598772,7107,KAL695,16843,1172,573.0,983.5,-50.5,73.75,----,----,----,116,101,71BD98,----,departure,north,33L,2331.1000000000004,A,2019-12-27 04:39:18.684728,2019-12-27 04:40:59.798840
1084,MLAT,2019-12-27 04:20:15.684728,2019.12.27 04:20:15.684728,36030,4,20,15,37.46587873,126.45051241,-91.0,121,74.284083,324.865807,4107,KAL767,15615,1742,1003.5,375.0,-42.75,60.75,----,----,----,116,101,71C241,----,departure,north,33L,1585.1,C,2019-12-27 04:18:36.684728,2019-12-27 04:20:46.323128
1140,MLAT,2019-12-27 04:32:06.798840,2019.12.27 04:32:06.798840,55130,4,32,6,37.46667266,126.44980967,-91.0,129,77.872091,325.595685,4321,KAL789,16326,37,941.5,463.0,-44.0,64.25,----,----,----,116,101,71C273,----,departure,north,33L,1693.0,C,2019-12-27 04:30:19.684728,2019-12-27 04:32:31.274552
480,MLAT,2019-12-27 04:08:14.684728,2019.12.27 04:08:14.684728,14590,4,8,14,37.46850729,126.44815207,-91.0,106,80.269079,324.379345,4323,KAL795,14894,906,795.0,666.5,-46.75,65.25,----,----,----,116,101,71C248,----,departure,north,33L,1944.0,C,2019-12-27 04:07:08.684728,2019-12-27 04:08:36.536696
896,MLAT,2019-12-27 04:54:42.798840,2019.12.27 04:54:42.798840,89728,4,54,42,37.45696306,126.42967701,-91.0,100,80.859446,325.327254,4177,KAL839,17682,1474,-839.5,-614.5,-46.0,66.5,----,----,----,116,101,71BF18,----,departure,north,34R,1844.3,C,2019-12-27 04:53:03.012408,2019-12-27 04:55:08.274552
1111,MLAT,2019-12-27 04:19:20.274552,2019.12.27 04:19:20.274552,34270,4,19,20,37.45441496,126.43189251,-91.0,91,71.90445,323.767581,7104,KAL847,15560,139,-644.0,-897.5,-42.5,58.0,----,----,----,116,101,71C247,----,departure,north,34R,1500.1,C,2019-12-27 04:18:08.012408,2019-12-27 04:19:52.798840
741,MLAT,2019-12-27 04:25:01.684728,2019.12.27 04:25:01.684728,44193,4,25,1,37.45698452,126.42963946,-91.0,125,84.053554,325.175511,7123,KAL861,15901,216,-842.5,-612.0,-48.0,69.0,----,----,----,116,101,71C212,----,departure,north,34R,1848.2,A,2019-12-27 04:23:05.798840,2019-12-27 04:25:28.798840
1151,MLAT,2019-12-27 04:51:48.012408,2019.12.27 04:51:48.012408,85554,4,51,48,37.46232212,126.42485976,-91.0,----,87.535707,324.766679,7442,KAL867,17508,1864,-1266.0,-19.5,-50.5,71.5,----,----,----,116,101,71BD50,----,departure,north,34R,2576.4,A,2019-12-27 04:49:54.012408,2019-12-27 04:52:04.798840
989,MLAT,2019-12-27 04:16:36.798840,2019.12.27 04:16:36.798840,29294,4,16,36,37.45854557,126.42828226,-91.0,91,85.445889,325.00798,4156,KAL869,15396,711,-963.0,-439.0,-49.0,70.0,----,----,----,116,101,71BF25,----,departure,north,34R,2059.1,C,2019-12-27 04:14:12.536696,2019-12-27 04:17:00.323128
1300,MLAT,2019-12-27 04:57:44.323128,2019.12.27 04:57:44.323128,93627,4,57,44,37.45905519,126.42776728,-91.0,114,88.292837,324.914946,7117,KAL915,17864,594,-1008.5,-382.0,-50.75,72.25,----,----,----,116,101,71C081,----,departure,north,34R,2131.6000000000004,A,2019-12-27 04:55:25.012408,2019-12-27 04:58:02.684728
1282,MLAT,2019-12-27 04:28:06.684728,2019.12.27 04:28:06.684728,48928,4,28,6,37.4635613,126.42387807,-91.0,104,90.350014,325.82625,7416,KAL923,16086,181,-1353.0,117.5,-50.75,74.75,----,----,----,116,101,71C228,----,departure,north,34R,2738.9,A,2019-12-27 04:26:16.060984,2019-12-27 04:28:21.274552
1073,MLAT,2019-12-27 05:11:49.012408,2019.12.27 05:11:49.012408,16816,5,11,49,37.46800303,126.44860268,-91.0,----,81.518786,324.360191,7421,KAL927,18709,1884,835.0,610.5,-47.5,66.25,----,----,----,116,101,71BD26,----,departure,north,33L,1875.3,A,2019-12-27 05:10:23.684728,2019-12-27 05:12:10.798840
568,MLAT,2019-12-27 04:10:19.798840,2019.12.27 04:10:19.798840,18426,4,10,19,37.45840073,126.42836273,-91.0,120,82.623014,324.482475,7417,KAL951,15019,1776,-956.0,-454.5,-48.0,67.25,----,----,----,116,101,71BD31,----,departure,north,34R,2041.7999999999997,A,2019-12-27 04:08:20.536696,2019-12-27 04:10:42.274552
821,MLAT,2019-12-27 04:45:46.684728,2019.12.27 04:45:46.684728,76169,4,45,46,37.46841073,126.44823253,-91.0,112,79.630396,324.713251,7106,SHU5437,17146,2008,802.0,656.0,-46.0,65.0,----,----,----,116,101,4243E5,----,departure,north,33L,1931.2,C,2019-12-27 04:44:09.012408,2019-12-27 04:46:10.274552
